Tree	q1	q2	cellpop	coars	cryst	dens	mfa	moe	rad	rwidth	specsurf	tad	cellwt	h97
E560A3_1_122_1	9.422	16.6	1612.1604	256.2413	2.617	412.1077	20.9433	8.9406	26.0665	2.49	409.2333	24.7819	1.8473	470
E560A3_1_122_4	8.268	18.367	1339.2089	330.9893	2.5751	440.2816	19.6761	9.7705	28.978	3.2591	347.708	26.832	2.182	600
E560A3_1_123_2	11.456	22.509	1476.2231	325.7136	2.6078	478.0103	18.1954	12.0178	26.5959	1.9667	339.1332	26.3251	2.2847	480
E560A3_1_124_4	8.249	14.171	1274.1875	387.0348	2.5677	484.2913	17.3984	11.4176	28.9976	2.4488	309.8327	28.5802	2.499	500
E560A3_1_125_4	7.638	16.521	1230.7061	355.6574	2.6236	437.595	14.4606	11.6796	30.2906	2.992	340.5092	28.1395	2.2557	700
E560A3_1_126_1	-0.484	-1.493	1337.8607	328.9493	2.5381	439.3697	20.4599	8.7921	28.1586	3.1696	351.1715	27.4686	2.1797	600
E560A3_1_126_4	-0.71	-2.137	1211.6522	321.4524	2.541	386.0115	22.459	7.1958	30.33	3.65	379.9556	28.5738	1.9894	720
E560A3_1_127_4	-1.956	0.805	1164.4311	318.7834	2.6001	367.0123	14.4251	10.202	30.3926	3.4068	393.4965	29.6378	1.923	615
E560A3_1_128_1	-0.073	0.59	1310.2929	338.034	2.5939	439.3363	15.5992	11.5501	29.052	2.65	351.4508	27.453	2.2103	410
E560A3_1_129_1	-1.112	-1.192	1665.7789	253.9965	2.5968	418.5163	23.5873	8.071	26.1701	3.7778	413.9082	24.2575	1.8553	630
E560A3_1_129_2	1.045	-0.297	1385.9211	299.9818	2.6104	417.7973	15.6038	10.9138	29.4037	2.3194	382.832	25.4636	2.0157	390
E560A3_1_130_3	1.499	0.105	1159.5354	339.4055	2.5956	392.0937	14.1631	10.7979	30.9493	3.7443	364.6231	28.9713	2.0631	760
E560A3_1_130_4	0.25	-0.788	1296.7738	304.7572	2.6011	396.4972	14.0304	11.0496	29.5903	3.03	386.8375	26.924	1.9735	550
E560A3_1_131_5	0.842	-2.335	1588.2022	251.78	2.7341	392.0711	16.7598	10.1172	26.8605	3.3679	423.9005	24.6309	1.7716	430
E560A3_1_132_1	0.847	-1.091	1470.2679	319.8297	2.6353	458.2033	13.5927	12.9461	26.4968	4.1143	348.308	27.2772	2.193	425
E560A3_1_133_2	1.838	1.106	1342.2082	294.4525	2.7493	391.7709	18.9815	9.822	28.7753	4.3264	403.0192	27.2551	1.9248	650
E560A3_1_133_5	0.302	1.735	1141.8722	376.5183	2.6222	418.9657	14.4552	11.3331	31.3638	3.6048	341.8356	29.7998	2.2574	615
E560A3_1_134_3	1.577	-1.616	1402.6345	305.6419	2.5829	426.5672	17.1939	10.4839	28.4597	2.5447	370.0075	26.1293	2.059	420
E560A3_1_134_5	-0.429	-1.461	1572.4634	259.9476	2.639	410.3852	18.809	9.133	25.5393	3.1231	401.8695	25.6523	1.8567	345
E560A3_1_135_2	-2.148	-1.241	1931.2178	220.8184	2.6548	429.1621	23.9259	7.8264	24.4663	2.3984	440.8622	22.1092	1.7612	375
E560A3_1_135_4	-0.774	-0.384	1343.8334	287.8691	2.632	389.4228	14.2834	10.5766	28.7387	4.0029	400.411	26.905	1.8995	640
E560A3_1_137_2	2.054	-0.6	1529.6051	297.3611	2.6697	457.7354	13.8721	13.072	25.9277	3.1875	359.9024	26.1044	2.1251	450
E560A3_1_137_5	0.448	-1.851	1319.8675	326.2833	2.5852	424.2797	18.4726	9.7872	27.8373	3.0842	360.9403	28.4609	2.1217	555
E560A3_1_138_2	0.546	-0.33	1350.6409	290.2341	2.6817	391.9296	20.4267	9.4094	28.4205	3.6422	399.8359	27.1605	1.914	580
E560A3_1_139_4	3.191	-0.304	1379.9613	314.2374	2.6317	433.3156	16.2494	11.1972	27.6881	3.1817	362.9953	27.3545	2.1098	400
E560A3_1_139_5	1.425	0.381	1514.1538	265.7196	2.6067	408.0323	21.0165	9.2023	25.6405	2.8667	405.283	26.5639	1.8766	295
E560A3_1_140_1	2.16	-1.937	1447.9609	311.6944	2.6412	450.5759	13.6819	12.5507	27.2003	2.05	353.7343	26.2882	2.1521	420
E560A3_1_140_2	1.495	-2.493	1371.0648	287.1481	2.6289	390.8981	21.7537	8.2595	28.3316	4.0412	392.9412	26.9902	1.8912	570
E560A3_1_142_3	2.496	0.802	1307.2223	348.1053	2.5786	455.4527	19.5119	10.3477	29.6969	3.0875	339.2852	26.7341	2.2906	495
E560A3_1_142_4	1.959	1.305	1674.3751	286.053	2.6731	477.2359	17.7826	11.6779	25.2761	2.5827	362.5806	24.5649	2.1387	330
E560A3_1_143_1	2.235	-2.141	1366.1488	294.6044	2.6931	402.6809	21.232	9.2151	29.7455	3.73	388.3036	25.6925	1.9501	550
E560A3_1_143_3	0.813	-1.063	1318.4825	293.1842	2.5683	390.7414	18.9474	8.6147	30.5666	2.7538	406.2897	25.8714	1.9207	500
E560A3_1_144_4	3.417	-1.871	1338.1497	329.8727	2.5619	441.0271	19.9111	9.59	29.0137	3.231	353.973	26.7679	2.185	600
E560A3_1_145_4	2.102	-2.436	1567.1558	280.3558	2.5173	436.435	22.6448	8.4141	25.0178	1.9725	389.4352	26.482	2.0044	470
E560A3_1_146_3	2.835	-1.479	1318.4619	315.055	2.6031	411.7465	15.1665	11.2278	28.5175	2.475	371.8793	27.6623	2.0497	490
E560A3_1_147_4	-0.622	0.532	1200.7688	371.4132	2.6041	443.3751	13.6002	12.2806	29.55	3.4545	338.7363	29.8017	2.3305	655
E560A3_1_148_3	0.339	-0.627	1368.493	300.1385	2.5269	413.6698	20.6789	8.6748	29.3949	2.4381	385.188	25.7677	2.0072	530
E560A3_1_148_4	-0.166	-1.259	1384.0659	288.5382	2.6793	395.6207	25.9834	6.9581	29.3056	3.2972	398.4873	26.1849	1.9068	520
E560A3_1_149_3	0.301	-1.403	1556.4567	279.9674	2.6782	434.5614	17.0814	11.4184	26.54	3.5515	387.2407	25.2616	1.9975	665
E560A3_1_150_1	0.558	-0.744	1405.6523	291.4119	2.6409	411.7878	18.4921	9.8869	28.8785	2.9804	382.6652	25.4395	1.9671	530
E560A3_1_151_3	1.695	-2.164	1444.8111	301.931	2.6433	438.3624	13.485	12.1474	27.5596	2.8922	371.1243	26.1477	2.0873	505
E560A3_1_152_3	3.749	-1.483	1526.0043	266.333	2.603	406.5157	14.987	10.4518	27.3599	2.7944	408.369	24.7715	1.8706	420
E560A3_1_152_5	1.723	-0.529	1540.1265	252.5601	2.7215	385.3348	15.9005	10.4806	28.1944	2.91	425.4028	23.7729	1.7572	430
E560A3_1_153_2	-1.112	-1.404	1544.9062	274.1938	2.6716	423.6655	18.0752	11.062	28.2609	3.2982	395.6487	23.9445	1.9402	580
E560A3_1_153_3	0.521	-1.053	1489.4483	309.6576	2.6002	463.5188	16.0721	12.0649	26.4044	1.8847	362.0117	26.3517	2.1941	370
E560A3_1_154_2	3.09	-1.838	1147.8293	335.4947	2.5432	384.8969	21.97	7.3993	31.354	3.7425	374.9727	28.8723	2.0304	540
E560A3_1_155_2	1.094	-0.271	1278.602	322.2844	2.592	411.7321	16.1613	10.7581	27.9767	2.6153	370.9343	29.1475	2.0734	450
E560A3_1_155_4	0.725	-1.1	1342.044	310.2309	2.6647	413.4843	21.6791	9.7435	29.7117	3.2617	382.8117	26.4203	2.0415	510
E560A3_1_156_3	0.987	-1.373	1366.8997	315.859	2.6133	427.2503	15.6695	11.6577	28.546	3.1614	369.404	26.9593	2.099	575
E560A3_1_157_2	1.852	-1.232	1273.358	333.2894	2.5529	422.6688	24.5834	8.41	30.7215	3.7125	361.9702	26.5895	2.1446	585
E560A3_1_157_3	1.375	-2.892	1314.7593	293.9264	2.5649	388.5312	21.3258	8.5132	28.8908	2.8789	402.1257	27.2314	1.9189	490
E560A3_1_157_4	2.152	-1.274	1109.8126	325.2271	2.5855	362.3043	18.4896	8.742	32.2004	3.3974	394.6291	29.2737	1.9306	545
E560A3_1_158_2	1.412	-2.473	1698.8099	242.6322	2.6252	413.9188	18.2998	10.1115	25.0846	2.3367	426.7709	24.472	1.807	410
E560A3_1_158_5	1.507	-2.421	1554.4299	261.0925	2.6946	405.8753	20.0878	9.7139	27.0342	3.5691	416.3373	24.8646	1.8535	640
E560A3_1_159_2	1.878	1.312	1339.4302	352.5337	2.6306	467.1793	18.4199	11.3152	29.1678	3.0083	329.0538	27.1022	2.3328	540
E560A3_1_159_4	0.345	0.665	1368.5429	294.7199	2.5891	401.706	23.704	7.607	28.5359	3.1239	391.2861	26.969	1.9482	535
E560A3_1_160_1	-0.912	-1.947	1573.8652	288.3331	2.6166	451.9739	16.8138	11.9026	26.345	2.9688	366.7242	24.8736	2.0724	600
E560A3_1_160_2	2.26	-1.048	1379.0353	338.9734	2.6399	468.5	14.4459	12.8699	27.2126	2.5143	344.2592	27.7899	2.3085	540
E560A3_1_160_3	1.535	-2.15	1486.2067	329.9595	2.6715	492.5159	11.7998	15.5801	27.6328	1.9829	338.9145	25.1841	2.3481	415
E560A3_1_161_2	-0.097	-1.306	1433.2305	274.3404	2.6577	392.4677	20.2732	8.8156	27.743	2.6618	406.5377	26.1211	1.8576	450
E560A3_1_162_4	-0.893	-1.307	1348.619	311.7918	2.6439	418.0872	14.8168	11.2257	28.0875	2.5557	376.1132	27.4986	2.0622	710
E560A3_1_163_1	-0.76	-1.351	1305.0162	364.5968	2.6026	470.9298	22.2914	9.6339	28.8203	3.1728	323.1028	27.6595	2.3895	590
E560A3_1_163_2	0.637	-1.996	1455.4738	278.3338	2.694	402.7664	24.7298	7.784	28.1111	4.2574	394.4533	25.1891	1.8976	730
E560A3_1_164_1	-1.319	-0.512	1408.4253	286.2807	2.7	400.7539	16.1993	11.1183	29.0805	3.7286	398.1082	25.2474	1.9238	440
E560A3_1_165_2	-2.498	-1.768	1095.0595	384.7041	2.6576	424.6494	15.1407	11.2004	30.0099	2.6457	333.1867	31.4564	2.3099	620
E560A3_1_165_3	-0.719	-1.605	1424.6922	289.8178	2.6216	414.0982	19.1359	9.6409	28.3944	3.925	389.6536	26.0066	1.9697	620
E560A3_1_166_5	0.364	0.946	1209.6636	303.9667	2.6375	370.3926	16.2912	9.3526	29.0281	3.0803	406.4463	29.4923	1.8952	570
E560A3_1_167_4	-2.986	-1.394	1460.7675	271.9323	2.5097	392.6497	27.3872	6.3187	27.9771	4.2792	407.3078	25.7023	1.8455	700
E560A3_1_168_1	0.706	-0.485	1519.6427	295.754	2.6617	452.4478	17.6619	11.442	27.1958	2.9353	366.3128	25.2204	2.1044	550
E560A3_1_169_2	0.498	-2.383	1327.5965	285.5082	2.6329	379.1696	13.7518	11.0208	28.2458	3.5953	406.9264	28.0151	1.8571	620
E560A3_1_170_3	-0.515	0.09	1444.6762	279.5621	2.5877	402.6823	21.8067	8.4931	27.0163	3.64	403.4145	26.6714	1.9082	580
E560A3_1_170_5	0.701	-1.633	1304.6742	300.027	2.6906	388.0505	19.8619	8.8208	29.2128	4.0079	397.2265	27.5929	1.9311	600
E560A3_1_171_2	-0.127	-2.123	1296.9415	352.6004	2.622	455.0208	21.4039	9.7575	27.8048	2.9316	336.9984	28.7045	2.3066	520
E560A3_1_171_5	0.031	0.442	1138.6988	349.1295	2.5853	391.1883	13.6754	10.9471	30.9747	3.3452	367.3442	29.8356	2.0936	520
E560A3_1_172_2	0.849	0.809	1116.8784	358.3144	2.6584	395.7733	16.8983	9.6899	30.381	3.0464	354.9598	30.7983	2.1342	610
E560A3_1_173_1	6.084	11.741	1563.5992	317.2986	2.6926	499.3655	17.8118	12.1191	26.0931	2.2188	337.4805	25.2293	2.3254	490
E560A3_1_173_5	6.006	10.531	1446.4112	298.8845	2.6794	431.9996	17.3478	10.7851	27.529	2.1461	375.9978	25.9531	2.0619	405
E560A3_1_174_1	2.028	-0.78	1326.6437	292.2831	2.622	386.2414	21.2664	8.4093	28.7731	3.2125	401.1259	27.2832	1.903	520
E560A3_1_174_2	2.381	0.715	1470.5631	311.5226	2.6759	458.2596	13.5057	13.0827	27.1794	1.9066	356.1617	25.8693	2.1801	400
E560A3_1_174_3	5.608	8.937	1181.412	333.8927	2.6005	398.0622	25.7249	7.1769	29.296	2.2773	368.5478	29.5447	2.074	570
E560A3_1_175_1	2.395	1.198	1440.4499	303.4823	2.6491	433.8256	19.6314	10.1529	27.4299	3.1421	367.0402	26.5446	2.0732	625
E560A3_1_175_5	1.691	-0.748	1331.1109	315.259	2.6907	410.6985	17.2372	10.4943	27.7781	3.7382	380.1379	28.4481	2.0423	530
E560A3_1_176_2	1.841	-0.106	1538.5045	275.3192	2.6898	426.8378	14.9605	11.751	25.649	2.0736	393.9713	25.9801	1.9654	490
E560A3_1_176_3	2.421	-0.679	1369.7234	290.7079	2.615	398.8348	19.3146	9.1005	28.3002	3.1762	396.4053	27.0017	1.9337	580
E560A3_1_177_2	2.967	-2.191	1283.387	378.0014	2.6731	475.6172	17.5764	12.4281	28.3722	2.6263	318.0473	28.8442	2.445	440
E560A3_1_178_3	-0.363	-1.879	1462.5163	308.7085	2.6719	450.8654	14.8361	13.1187	26.9268	2.5421	360.6892	26.3255	2.1471	490
E560A3_1_178_5	1.291	-1.925	1391.3777	317.9712	2.5807	442.1167	14.5923	12.0521	28.5001	2.8388	359.1069	26.0204	2.1537	520
E560A3_1_179_2	0.087	-1.352	1351.3367	341.841	2.6256	456.531	21.2781	9.7527	28.2556	3.3329	338.8509	27.7396	2.2672	640
E560A3_1_179_3	1.534	-1.168	1470.8647	270.4183	2.5868	395.9325	29.6524	6.5773	27.6851	3.905	408.0476	25.6906	1.8533	720
E560A3_1_180_1	2.468	0.254	1319.0094	303.5746	2.6624	403.5195	13.2722	11.5071	28.1346	2.0348	388.3493	27.7899	1.9979	540
E560A3_1_181_1	2.128	0.088	1252.2366	333.7393	2.6082	413.9795	21.2254	8.9853	29.5915	4.0512	365.4058	28.2118	2.1188	570
E560A3_1_181_3	3.451	-1.744	1386.9616	305.3254	2.6225	426.9554	18.8451	10.4274	27.7225	2.9525	370.9552	26.8284	2.0639	570
E560A3_1_182_1	4.329	-1.52	1528.4217	265.806	2.572	402.5635	23.5742	7.736	26.5953	2.7725	405.779	25.5528	1.8557	550
E560A3_1_182_4	4.052	-2.031	1700.0185	287.3541	2.6118	487.4562	26.0395	9.3042	25.1802	1.7788	361.4271	24.1266	2.176	345
E560A3_1_183_1	1.428	-3.092	1704.448	242.5149	2.6534	409.695	20.7818	9.2405	25.4075	3.1162	422.8366	24.0959	1.791	475
E560A3_1_183_3	1.801	-1.837	1446.6373	276.4764	2.6594	401.7516	20.3674	9.1365	26.9421	3.0382	403.6016	26.414	1.8989	550
E560A3_1_185_2	0.11	-1.217	1352.8678	312.959	2.6223	420.6769	22.7973	8.7648	29.2245	3.3448	371.6358	26.2768	2.0697	595
E560A3_1_186_3	-2.049	-1.075	1275.8241	280.5918	2.7005	360.1873	23.9894	7.4521	30.0284	3.7279	423.8663	27.3163	1.7849	580
E560A3_1_187_3	1.255	0.528	1251.1435	315.35	2.6997	396.5566	16.7272	10.2063	28.6561	2.5819	378.3944	28.6297	2.0142	350
E560A3_1_187_5	1.315	-0.544	1369.6937	298.2866	2.6715	410.9103	15.6616	10.7084	27.8208	3.0625	386.5097	27.044	1.9989	450
E560A3_1_188_5	-0.893	0.375	1415.8898	287.8082	2.6961	408.9348	12.9122	12.0741	28.6194	2.1544	395.7274	25.7084	1.9525	360
E560A3_1_189_4	-0.535	0.217	1425.334	344.8451	2.5911	490.8508	18.9331	10.9561	27.8353	2.6569	324.0521	26.7075	2.3798	620
E560A3_1_190_2	1.291	-0.627	1347.573	324.3192	2.6699	437.274	15.2633	11.8831	28.5078	2.5713	358.6078	26.8529	2.163	410
E560A3_1_190_4	-2.201	-1.34	1477.9422	295.3806	2.6768	438.343	16.1827	11.8572	28.1464	2.8887	376.1825	24.932	2.0637	570
E560A3_1_190_5	0.086	0.709	1361.5967	311.7187	2.6089	421.7733	26.3358	8.0476	28.4031	3.3693	372.6802	27.0861	2.0666	680
E560A3_1_191_1	-1.239	1.639	1412.8432	417.5424	2.6074	580.7701	32.8011	8.6857	25.4525	2.5288	287.9982	28.8763	2.927	500
E560A3_1_191_3	-0.75	1.512	1338.5011	307.3815	2.6244	408.1077	21.7034	8.7794	29.122	3.4461	376.6771	26.9175	2.0081	625
E560A3_1_192_1	0.841	-0.87	1296.7971	281.6067	2.7273	368.0875	17.7588	9.4207	29.3326	3.5308	415.1364	27.2748	1.8061	510
E560A3_1_193_5	0.343	-0.838	1426.1701	271.0497	2.6389	386.0215	22.3776	7.3896	27.2271	2.1563	413.9449	26.6048	1.8318	350
E560A3_1_194_1	1.305	2.935	1078.1524	370.162	2.6465	400.2522	17.3719	9.2835	30.4975	3.1421	345.2956	31.5726	2.1797	450
E560A3_1_194_4	0.353	0.585	1129.4502	335.1065	2.6556	369.1613	17.3491	9.0929	31.5467	3.2774	379.5969	29.6516	1.9722	640
E560A3_1_195_2	0.953	-2.24	1343.2495	313.4547	2.5968	419.2705	19.4055	9.6401	28.7198	3.3838	366.1645	26.9425	2.0653	515
E560A3_1_195_4	1.03	-0.266	1248.2187	289.0091	2.6608	362.1896	13.9279	9.8664	30.0327	3.1375	421.1477	27.6955	1.8246	520
E560A3_1_196_1	-0.892	-0.136	1364.4653	283.2218	2.6198	383.2709	21.9588	8.076	28.2469	3.0083	403.1483	27.0973	1.8592	325
E560A3_1_196_5	0.298	-0.401	1194.1474	344.5469	2.6589	403.3451	19.5696	9.1458	30.4252	4.2588	366.3402	29.0233	2.112	650
E560A3_1_197_4	-0.095	0.046	1335.1561	298.1879	2.7454	398.2349	17.2523	10.6925	29.4375	3.9735	388.9024	26.4711	1.9539	710
E560A3_1_198_4	0.771	-1.301	1200.0579	324.4052	2.679	387.512	17.1495	9.8072	31.0442	4.8237	380.1759	27.7977	2.0065	550
E560A3_1_199_2	0.868	2.118	1361.8803	302.824	2.6237	412.336	22.9665	8.4397	28.3707	4.1515	379.276	26.9921	2.012	635
E560A3_1_199_4	1.439	3.269	1112.4076	355.7689	2.6634	392.4393	15.1668	10.779	30.7546	3.8417	365.9771	30.7518	2.1188	570
E560A3_1_200_3	0.614	3.213	1231.4318	323.9925	2.8088	398.0357	16.1349	10.85	30.0937	3.7303	373.7919	28.0947	2.0344	550
E560A3_1_200_5	-0.704	3.674	1478.2889	287.6256	2.6654	423.8403	14.7833	11.1643	26.2002	2.47	378.6676	26.8182	1.9908	330
E560A3_1_201_1	1.006	-0.471	1426.6602	297.3887	2.5629	424.9858	21.8604	8.5287	27.9837	3.6237	378.2156	26.1317	2.029	635
E560A3_1_201_5	-1.843	0.016	1455.255	282.433	2.6847	411.6276	16.246	11.3682	28.7213	3.2328	390.9064	24.9679	1.9349	635
E560A3_1_202_3	0.371	-1.269	1432.6578	325.0758	2.5903	470.7388	25.1332	8.4267	26.9657	3.3417	351.3004	26.8301	2.2712	610
E560A3_1_203_1	2.691	-1.205	1408.317	288.3643	2.7095	400.6506	12.8129	11.6775	27.5834	2.2539	393.3302	26.8265	1.9272	350
E560A3_1_204_4	-1.684	1.206	1263.61	310.6488	2.6212	391.945	15.9458	9.8811	29.8747	3.4388	380.3985	27.5993	1.9722	625
E560A3_1_205_2	-0.195	-0.067	1371.2162	291.8858	2.6498	399.9419	18.4978	9.3574	26.9213	2.9405	389.9624	28.1549	1.9363	600
E560A3_1_206_2	0.089	-2.067	1351.742	270.5707	2.6285	365.659	18.279	8.4055	28.848	2.5381	423.2535	26.5924	1.7694	430
E560A3_1_207_1	-2.908	-2.177	1387.9862	301.6253	2.6718	416.2748	15.5205	11.2561	27.6694	2.925	374.5762	26.9791	2.0165	410
E560A3_1_207_4	-3.297	-0.631	1380.9891	348.4706	2.6387	484.8307	23.4773	10.2249	27.2197	2.2461	327.1682	27.4115	2.3871	380
E560A3_1_207_5	-2.609	1.07	1231.4003	329.7109	2.6939	405.3556	12.8373	12.3792	29.7996	2.6612	368.6259	28.3081	2.0794	490
E560A3_1_208_1	-2.428	-2.496	1482.6764	301.949	2.7157	444.9993	14.539	12.9315	27.3986	3.525	363.0948	25.6342	2.0979	510
E560A3_1_208_3	-3.315	-1.996	1630.0356	297.3394	2.6312	484.8581	23.6046	10.4862	25.7528	2.5854	351.1239	24.7205	2.1979	290
E560A3_1_208_5	-3.038	-1.78	1485.5658	300.9699	2.5833	447.5861	20.9541	10.0676	26.5064	2.7861	365.4082	26.2191	2.1082	390
E560A3_1_209_1	-2.453	-2.214	1121.8294	393.7854	2.5732	438.0832	27.1626	7.6782	32.9365	3.5152	324.2971	28.3879	2.3697	550
E560A3_1_210_3	-3.272	-5.048	1473.9764	320.7908	2.661	472.3174	18.0664	11.6704	27.6125	2.3	341.4786	25.5676	2.2439	505
E560A3_1_212_3	0.523	-1.462	1663.6673	260.6366	2.8273	431.1995	21.5197	9.6843	26.1362	2.8039	406.2125	24.1177	1.9226	540
E560A3_1_212_4	-2.56	-1.547	1529.7738	283.3708	2.6662	436.298	12.8101	12.901	25.858	3.1812	381.3224	26.0677	2.0188	710
E560A3_1_213_1	-0.226	-1.808	1575.7189	268.9236	2.644	421.441	20.5881	9.1773	26.4048	2.2031	408.2297	25.072	1.9298	550
E560A3_1_214_3	-1.015	-0.303	1313.8897	335.4613	2.6577	437.6707	19.798	9.6789	28.8222	2.545	352.5458	27.593	2.1941	470
E560A3_1_215_1	-2.091	-1.058	1508.098	266.9402	2.6511	407.2925	18.4847	9.616	25.8381	2.9896	401.661	26.3735	1.878	410
E560A3_1_215_3	-1.173	-1.295	1243.5888	316.3471	2.6435	385.4774	17.1518	9.4378	29.2024	2.6131	384.9065	28.9524	1.9713	540
E560A3_2_001_4	0.509	-0.24	1767.5359	284.0021	2.7942	493.281	17.8863	12.8544	25.5942	2.7038	359.4586	23.2595	2.1646	370
E560A3_2_001_5	0.651	-1.084	1285.4429	334.2301	2.6484	426.9832	15.427	11.6174	30.4282	3.2066	355.8538	26.3966	2.1577	575
E560A3_2_002_5	2.362	-1.898	1299.0289	333.4313	2.5812	429.6547	16.4869	11.0515	30.1386	2.6438	358.1232	26.7784	2.1605	445
E560A3_2_003_3	1.67	-3.523	1575.0534	267.1838	2.6567	423.123	18.9828	10.6596	26.6155	2.8292	394.6394	24.6135	1.9201	320
E560A3_2_003_5	0.618	-1.817	1185.2233	349.5659	2.5807	413.5671	17.6585	9.4052	29.4097	3.4562	357.0238	29.8144	2.1728	570
E560A3_2_004_1	0.041	-1.747	1329.9427	303.683	2.549	403.5505	22.6778	7.9638	27.6466	2.8792	380.6602	28.107	1.9916	470
E560A3_2_004_4	0.822	-3.121	1671.7705	259.9388	2.6358	435.8136	19.9144	10.3283	27.6384	2.875	402.9118	22.3747	1.9237	590
E560A3_2_005_4	1.062	-1.086	1484.9126	287.5227	2.646	423.5813	15.5188	11.3721	27.8312	3.285	385.5835	25.0971	1.9924	465
E560A3_2_005_5	0.175	-0.966	1628.229	291.7393	2.6268	464.7624	16.4166	12.3159	26.3376	2.2788	369.0835	24.3369	2.1262	360
E560A3_2_007_3	2.195	-2.713	1482.5299	303.5991	2.6288	448.7118	22.2395	9.4933	27.427	3.2765	360.1929	25.6945	2.1129	470
E560A3_2_008_4	2.839	0.457	1401.3331	313.7773	2.6257	438.057	17.7728	10.6657	29.1534	3.3781	373.5871	25.8162	2.1319	630
E560A3_2_008_5	3.06	-0.152	1342.3588	313.1247	2.683	419.334	14.6003	11.5718	28.8494	2.8917	373.2594	26.9204	2.0679	435
E560A3_2_009_4	0.325	-0.288	1672.5332	268.3507	2.595	449.7506	19.5658	10.764	25.7315	2.5	386.588	24.273	1.9937	325
E560A3_2_009_5	0.592	-0.133	1504.7687	318.5638	2.6548	475.5155	17.1855	11.8604	25.4386	2.1014	343.823	27.2417	2.2475	310
E560A3_2_010_4	0.317	-1.001	1334.9146	262.4215	2.6092	350.3227	19.2164	8.3516	29.8331	4.2156	441.3618	26.2326	1.6981	550
E560A3_2_010_5	0.21	-0.521	1264.4433	327.6761	2.6209	409.1158	15.74	10.4583	30.0343	2.9869	368.6028	27.7308	2.0793	540
E560A3_2_012_1	2.633	-2.633	1238.2671	338.1513	2.5925	424.6356	14.6296	11.1847	30.5046	2.894	357.4793	27.3	2.1714	460
E560A3_2_012_2	2.078	-2.507	1146.5509	354.12	2.5514	409.5368	23.9008	7.7278	30.6194	3.9375	352.9619	29.315	2.171	510
E560A3_2_013_1	3.026	-0.922	1340.2919	318.0411	2.6165	425.84	19.0794	10.0313	28.9955	3.1588	366.8951	26.9411	2.1022	430
E560A3_2_013_4	0.163	0.508	1543.6282	288.1447	2.5922	438.6434	21.9026	9.8009	26.4184	3.0147	377.826	25.6491	2.0347	560
E560A3_2_014_1	1.29	-0.937	1500.5685	293.6283	2.5768	438.362	24.1575	8.5863	26.9389	3.1938	370.7527	25.8497	2.0495	415
E560A3_2_014_3	1.633	-0.541	1352.7613	265.9685	2.6358	357.597	16.8439	9.1024	28.2306	4.2955	424.6631	27.1018	1.7297	400
E560A3_2_015_1	2.648	-0.085	1564.2996	293.7153	2.8059	454.3968	14.9766	13.1105	27.537	3.1717	367.7373	24.5174	2.0936	480
E560A3_2_015_2	1.861	-2.598	1311.9658	318.2064	2.6096	414.5333	15.1055	10.809	28.4509	2.9821	370.1716	28.1033	2.0655	480
E560A3_2_016_1	3.112	1.602	1501.6484	269.4671	2.6015	398.9272	20.4735	8.5493	26.2965	2.7897	405.1537	26.6604	1.854	455
E560A3_2_016_5	2.362	2.559	1363.2719	335.9802	2.5968	454.3222	17.3706	11.4495	27.1483	2.4931	344.2013	28.0819	2.2494	345
E560A3_2_017_1	-0.173	-1.105	1482.5089	286.9165	2.6005	423.3024	16.4621	10.5052	27.8005	2.4066	380.5003	25.1989	1.9839	370
E560A3_2_017_3	-0.04	-0.607	1346.4867	310.9407	2.582	419.8889	21.8147	8.7582	28.2234	2.7298	375.8931	27.4426	2.065	470
E560A3_2_017_4	-0.598	-1.36	1336.2716	329.4456	2.6177	442.8835	18.5521	10.928	28.3135	2.6588	351.0055	27.0928	2.1973	460
E560A3_2_017_5	1.465	-1.382	1620.3914	248.1632	2.6494	403.3486	17.4887	10.7826	26.6306	2.965	422.0355	24.2299	1.7921	480
E560A3_2_019_2	1.213	-0.965	1302.7198	322.4037	2.6044	422.3023	18.3114	10.1043	30.3575	2.9787	365.2068	26.2493	2.104	390
E560A3_2_019_4	-0.029	-0.894	1432.9467	298.5253	2.5967	429.7048	18.5115	9.6683	28.1582	2.0875	380.6622	25.6933	2.0519	430
E560A3_2_019_5	-0.801	0.386	1521.5403	345.795	2.5353	532.2248	31.4176	6.6525	26.4076	2.9038	319.996	25.6667	2.5235	505
E560A3_2_020_2	1.756	-0.249	1346.8572	321.1092	2.6216	430.8644	17.0492	10.9624	28.2647	2.6224	363.8468	27.2293	2.1307	440
E560A3_2_021_1	2.986	-1.279	1345.4923	330.1081	2.6137	439.7253	16.8881	10.6824	28.7828	2.6203	350.4591	26.7653	2.1784	320
E560A3_2_022_5	1.196	-1.016	1233.6304	355.7802	2.5576	431.8368	19.1999	9.9102	31.101	2.8979	344.4453	27.45	2.2333	610
E560A3_2_023_1	0.525	2.024	1382.9189	299.7489	2.6437	413.8629	16.0536	10.408	28.7576	3.8181	385.3805	26.4919	2.0071	655
E560A3_2_023_4	3.202	-0.292	1216.495	349.1574	2.5242	425.3096	22.3362	9.1061	31.1969	3.1563	354.787	27.4994	2.1998	515
E560A3_2_024_5	1.318	-2.146	1372.0117	357.8964	2.612	483.6363	13.5251	14.0472	28.8523	2.5975	328.724	26.513	2.4156	410
