Tree	q1	q2	cellpop	coars	cryst	dens	mfa	moe	rad	rwidth	specsurf	tad	cellwt	h97
E560A3_5_108_1	-0.889	-0.82	1619.277	251.9617	2.5944	407.772	19.4487	9.3397	24.9679	2.1641	421.6296	25.4511	1.8263	280
E560A3_5_109_3	-2.043	-0.346	1476.9844	267.8406	2.6819	392.3073	14.3384	11.393	28.4945	3.8875	412.3041	24.7467	1.8326	620
E560A3_5_110_1	-2.316	-1.062	1532.1974	301.8185	2.6881	459.873	14.4701	13.0427	28.0678	2.9089	360.378	24.3265	2.1403	350
E560A3_5_110_4	-2.758	-0.448	1409.8899	308.4829	2.7223	424.1818	14.5858	12.3316	28.71	3.075	373.4323	26.1172	2.0601	420
E560A3_5_111_2	3.539	-1.796	1588.6902	258.2391	2.6409	410.1706	19.4009	8.9483	25.8551	2.5688	408.3065	25.06	1.8523	490
E560A3_5_112_5	-0.815	-0.903	1327.2237	328.4395	2.631	437.0682	12.5069	12.9958	29.5041	2.6794	353.2624	26.5512	2.1677	400
E560A3_5_113_3	0.093	-2.459	1171.1129	309.3938	2.569	363.1725	18.6104	8.3408	31.3982	4.2475	399.7294	28.1828	1.8843	600
E560A3_5_113_5	1.647	-0.614	1380.5295	314.5268	2.5667	430.2685	24.3733	8.6947	28.3326	3.8119	365.1302	26.8923	2.0995	550
E560A3_5_114_2	2.724	0.714	1576.9547	260.284	2.6957	408.6505	16.8112	10.7482	27.0704	3.1559	405.2985	24.3954	1.8487	470
E560A3_5_114_3	4.187	-1.304	1733.9749	246.4365	2.7168	425.2031	18.0776	10.735	25.1732	2.3609	407.4266	23.8574	1.8444	420
E560A3_5_115_2	1.024	-3.345	1097.2373	367.8324	2.5871	400.6667	14.6369	10.4558	31.0751	3.625	350.5367	30.9433	2.1745	600
E560A3_5_116_2	-1	0.37	1524.391	267.0061	2.589	403.9008	27.2135	7.4504	27.6887	3.7825	411.7382	24.7987	1.8631	620
E560A3_5_117_1	-1.089	-1.337	1392.9866	290.0709	2.628	403.4702	16.8234	10.1718	29.2422	3.1645	397.6499	25.6498	1.9404	470
E560A3_5_118_2	-3.191	-1.227	1171.4772	302.7649	2.6389	345.6441	19.7392	8.216	30.8111	3.6579	412.2961	29.2138	1.8071	530
E560A3_5_119_3	-1.807	-0.172	1118.5188	359.0875	2.558	401.3994	20.6901	8.5595	30.9881	3.905	352.6751	30.0392	2.1567	590
E560A3_5_120_3	-0.832	-0.302	1315.3764	321.7701	2.629	426.2079	13.7629	12.195	29.4159	2.1958	363.3002	26.7963	2.1165	320
E560A3_5_121_4	12.402	21.632	1843.1132	258.4903	2.7028	475.0469	23.1157	10.049	23.3082	1.7825	382.319	24.3651	2.0253	490
E560A3_5_122_4	9.946	21.563	1798.6288	282.4623	2.6892	499.6745	19.0835	12.5645	24.1435	2.5986	353.8397	24.2687	2.1782	520
E560A3_5_123_3	9.454	21.423	1765.9683	284.5178	2.6309	504.1972	19.3728	12.0305	24.0467	1.7632	353.9545	24.244	2.2112	400
E560A3_5_124_1	8.65	19.571	2006.0701	257.0411	2.6937	507.9336	15.7847	13.9208	22.7605	1.6694	370.5934	23.0042	2.1023	400
E560A3_5_125_4	8.176	15.024	1240.4939	352.1433	2.6282	435.3527	15.5269	12.0933	28.6393	3.0236	341.5902	29.246	2.2416	490
E560A3_5_125_5	6.3	15.173	1402.7584	429.7894	2.6175	594.8622	22.7936	10.3223	26.9574	3.6447	272.6302	27.4255	3.0217	570
E560A3_5_126_4	-1.425	-1.145	1600.8896	273.5552	2.6549	437.2296	19.1629	10.076	26.0699	3.2338	380.2741	24.8524	1.9766	510
E560A3_5_126_5	-2.084	-0.644	1683.8184	258.5073	2.694	432.078	18.7881	10.9327	26.5632	2.59	401.4825	23.3608	1.9084	380
E560A3_5_127_1	0.851	-0.25	1239.6799	345.3199	2.6273	427.1404	15.0259	12.0455	30.4935	3.3053	350.4437	27.6193	2.1902	450
E560A3_5_127_3	1.056	-0.46	1325.8142	325.5932	2.6075	429.2864	15.917	11.2775	28.344	2.6667	359.4237	27.8299	2.1359	530
E560A3_5_127_4	2.354	-0.411	1420.1196	333.5593	2.6323	476.7008	15.6054	12.9301	27.5719	1.9397	339.2334	26.1939	2.3159	315
E560A3_5_127_5	0.586	-0.192	1344.7602	324.5874	2.5579	432.2169	19.9344	9.3973	28.0057	2.8829	356.2614	27.7176	2.1393	390
E560A3_5_128_1	1.495	0.755	1285.5196	322.0482	2.6015	411.0986	16.4534	10.0224	30.9965	3.3886	373.4458	26.5121	2.0665	560
E560A3_5_129_2	0.046	-2.007	1821.8193	224.3472	2.6785	407.2186	21.2087	9.0906	26.2964	2.9115	442.6758	21.7141	1.7096	320
E560A3_5_129_3	-0.496	-1.172	1279.4753	346.5415	2.5584	438.4165	19.9087	9.7188	30.9831	3.4263	343.9377	26.3897	2.2229	515
E560A3_5_130_1	1.819	0.509	1334.1161	313.3088	2.6265	420.0965	20.1254	9.409	29.2075	3.5713	369.3806	26.7287	2.0688	630
E560A3_5_130_5	0.947	-0.874	1316.9307	310.488	2.651	407.6498	18.0486	9.761	29.1179	3.5639	374.8126	27.21	2.0218	600
E560A3_5_131_1	2.279	-2.068	1798.1057	249.3513	2.6745	443.3644	19.3955	10.844	25.4805	2.5107	399.117	22.6286	1.9008	350
E560A3_5_132_3	1.814	-0.818	1285.0285	322.8186	2.5823	415.7357	18.8923	9.4118	30.1703	3.3739	367.0064	26.8986	2.0841	670
E560A3_5_133_1	1.057	0.593	1206.6817	313.019	2.542	370.6784	24.4608	6.6318	30.6285	4.9903	396.6792	28.6209	1.9155	645
E560A3_5_134_5	1.206	-1.238	1327.2001	275.4695	2.4686	366.6024	25.6657	6.0219	29.0398	3.755	421.0995	26.9809	1.7879	600
E560A3_5_135_4	-2.041	-0.879	1239.7041	381.3259	2.5968	468.9094	17.5488	11.6439	29.9927	2.6776	321.2059	28.0726	2.4448	420
E560A3_5_136_1	0.943	-2.428	1188.6342	353.2352	2.5769	414.8464	17.4065	10.4931	29.8066	2.8381	354.7089	29.495	2.1823	430
E560A3_5_136_4	1.183	0.34	1177.6109	326.003	2.5981	385.0443	17.9113	8.6933	29.9185	4.0956	382.3407	29.4535	2.01	580
E560A3_5_137_4	2.68	0.681	1249.5047	384.0024	2.6155	477.7481	15.4378	11.9242	28.247	2.6956	315.1263	29.5556	2.476	460
E560A3_5_138_5	2.573	-0.858	1237.1883	339.1131	2.5426	414.9935	20.86	9.1267	28.7423	3.3237	355.3078	29.26	2.1322	470
E560A3_5_139_2	4.328	-0.716	1287.9527	317.4386	2.64	402.3323	14.1014	11.1593	29.4893	3.1471	370.5463	27.5322	2.0224	550
E560A3_5_139_4	2.592	-1.639	1415.0401	281.3576	2.6407	389.7377	18.6576	9.8397	29.5008	3.1969	405.6227	25.3724	1.8623	500
E560A3_5_140_2	3.365	-1.557	1896.3533	244.1758	2.726	462.0879	17.3634	12.5275	23.0574	1.9768	399.5024	23.8062	1.935	340
E560A3_5_140_3	2.57	-1.219	1460.5235	285.3014	2.6322	412.0618	14.7973	11.1204	27.3035	3.5681	384.2148	26.1841	1.9458	560
E560A3_5_141_2	3.064	-0.627	1405.3938	283.1442	2.5878	395.4343	17.375	10.0354	28.8861	3.0625	395.5524	25.4931	1.8906	410
E560A3_5_141_4	2.565	0.508	1485.2522	299.4851	2.7065	439.8248	16.8534	12.0502	27.8341	2.7633	368.7146	25.3409	2.0745	340
E560A3_5_142_1	1.086	0.572	1449.3586	298.9626	2.6186	434.9213	20.9037	9.6847	26.6468	3.2985	367.1342	26.9309	2.0613	490
E560A3_5_142_4	2.773	-0.177	1447.1926	293.0037	2.5697	427.2332	17.6407	10.2608	27.8374	2.0974	386.3695	25.7254	2.0277	350
E560A3_5_143_3	0.818	-1.788	1455.8806	285.5101	2.7366	413.1922	14.0195	12.6441	28.1868	2.8391	385.6435	25.438	1.9489	490
E560A3_5_144_1	0.019	-0.697	1571.4994	269.6106	2.605	425.0748	21.9403	9.0468	26.8617	2.7015	398.898	24.5419	1.9347	360
E560A3_5_144_5	3.69	0.58	1531.8921	336.5162	2.647	518.7037	15.6276	13.2473	25.7286	2.425	326.0143	26.612	2.4479	355
E560A3_5_145_4	3.126	0.015	1537.2923	279.7977	2.5705	431.4512	15.896	11.3694	24.4071	2.3809	385.4914	27.4484	1.9843	320
E560A3_5_145_5	3.183	-2.914	1718.0551	239.534	2.6406	411.2548	16.5803	10.7038	24.4493	2.2404	425.923	24.5906	1.7882	280
E560A3_5_146_3	1.815	-3.032	1237.695	351.6062	2.6451	436.3207	13.0819	13.1883	31.3463	2.8937	341.4839	26.7342	2.236	440
E560A3_5_147_4	0.403	-0.701	1552.3195	294.133	2.6587	453.9182	23.7759	8.8618	27.0997	3.9681	368.8922	24.9835	2.099	580
E560A3_5_148_1	-0.497	-2.307	1167.0622	332.5144	2.6067	390.5765	12.142	11.325	29.6903	2.8987	373.9571	29.7845	2.0466	515
E560A3_5_148_2	1.414	-0.961	1278.5122	368.4378	2.5656	457.8687	20.1539	9.8593	29.583	2.7784	331.5091	28.2283	2.3568	620
E560A3_5_149_1	0.257	-0.01	1646.6586	235.0593	2.6924	384.3295	28.0624	6.7806	26.9046	4.2864	442.5274	23.5328	1.6939	460
E560A3_5_149_4	0.569	0.1	1510.8516	274.3765	2.5823	415.2987	25.2685	7.6605	26.093	3.2375	388.6279	26.0228	1.9229	450
E560A3_5_150_4	0.061	-1.768	1267.5282	291.7933	2.5107	367.6127	26.7114	6.5453	31.4446	3.6368	411.3797	25.9524	1.8396	520
E560A3_5_150_5	1.137	-2.313	1394.1125	320.1285	2.7059	441.3931	16.6179	11.9352	28.7178	2.6111	356.1947	26.3952	2.1453	540
E560A3_5_151_1	0.749	-0.79	1373.0362	289.0482	2.5544	395.6182	26.9629	6.38	27.9216	4.5194	391.8097	27.1888	1.9138	585
E560A3_5_151_4	-0.024	-1.663	1248.691	362.2838	2.6391	453.4848	15.6005	11.2574	30.3458	3.1333	337.6092	27.7952	2.3278	530
E560A3_5_152_1	-0.377	-1.918	1016.0954	362.3316	2.6203	365.0163	16.7359	8.7267	31.8999	3.3	372.7459	32.1865	2.0455	625
E560A3_5_153_3	0.438	-0.648	1127.4946	359.0317	2.6052	404.9616	16.1544	10.6407	31.4154	3.7034	354.2575	29.3267	2.1658	625
E560A3_5_154_1	-0.522	-0.463	1274.6112	308.4673	2.6552	385.1913	14.4609	11.0283	29.4894	3.3447	391.6568	28.2192	1.9444	570
E560A3_5_155_2	0.146	0.641	1925.8493	221.4127	2.7224	427.4449	19.7525	9.9191	24.0393	2.2817	432.4151	22.5149	1.7564	335
E560A3_5_156_3	1.345	-2.074	1288.8375	300.1499	2.6024	381.1202	13.4233	10.8085	28.5268	2.8882	400.5395	28.4686	1.9098	465
E560A3_5_157_1	2.356	-0.722	1287.0592	284.6347	2.6013	367.2764	21.0027	7.6142	28.8312	2.7375	417.5961	27.9564	1.8234	390
E560A3_5_157_3	2.062	-0.526	1276.1723	307.5942	2.5776	390.8715	24.2713	7.1182	30.487	3.2917	387.8271	27.0214	1.9583	520
E560A3_5_157_5	2.131	-0.97	1292.5226	297.3216	2.5567	382.5478	24.9816	6.9378	28.9519	3.3115	398.8607	27.7289	1.9098	575
E560A3_5_158_2	-0.004	-2.165	1685.8979	240.8403	2.7416	403.066	19.6281	9.8488	26.1271	2.8937	430.8079	23.7461	1.7682	475
E560A3_5_159_2	-1.139	1.651	1307.4375	286.1866	2.6371	370.82	18.1207	8.6571	29.4675	3.9105	410.4252	27.0572	1.8336	465
E560A3_5_159_4	0.237	0.387	1400.0323	283.3478	2.6766	398.827	14.3793	10.5535	29.7031	3.55	399.7432	24.9297	1.9033	440
E560A3_5_161_1	1.104	-1.314	1338.134	296.1891	2.6421	399.9714	20.7981	8.4129	29.2098	2.4016	387.506	26.1512	1.9563	325
E560A3_5_162_2	0.999	-2.849	1443.5177	297.1012	2.6659	421.8112	15.4748	10.6826	27.0794	2.6602	383.1137	27.0844	2.0161	650
E560A3_5_163_2	0.487	-3.376	1248.5027	296.93	2.5975	372.4026	22.7259	7.5729	30.0566	3.0895	408.153	27.711	1.8771	430
E560A3_5_164_1	-0.79	-0.853	1514.0029	259.1365	2.698	388.7305	14.3322	11.1743	26.3486	2.6294	424.8925	26.0281	1.8009	360
E560A3_5_165_4	-2.224	2.293	1364.7531	271.5149	2.6233	371.6605	19.2258	8.5426	28.0995	3.7167	418.9908	27.0717	1.7909	460
E560A3_5_166_1	-0.126	-0.312	1208.4813	318.2103	2.7206	373.9353	13.5559	11.0189	31.1982	3.8333	389.6974	28.0477	1.9389	625
E560A3_5_166_2	-0.355	-0.759	1285.2248	341.2909	2.5647	436.8111	26.1129	7.4944	27.7659	3.8068	353.0555	29.1946	2.2126	630
E560A3_5_167_4	0.554	-1.712	1630.7765	237.9576	2.7131	386.5104	21.5372	8.9461	27.0028	2.2141	440.3484	23.3773	1.7128	410
E560A3_5_168_1	1.799	-0.611	1516.0332	292.9748	2.6443	446.3138	16.0749	11.5132	26.7236	2.8417	372.7539	25.6282	2.0817	580
E560A3_5_169_5	-0.561	-3.319	1613.921	245.1459	2.757	396.1388	18.4331	10.535	25.6518	2.0643	435.8124	25.1033	1.7691	285
E560A3_5_170_3	-2.13	2.135	1450.4878	308.7341	2.7328	441.3677	14.555	13.3987	26.634	2.59	371.7094	27.5885	2.1143	400
E560A3_5_172_3	0.293	1.564	1339.7191	272.9999	2.6971	357.0555	17.2155	9.2097	29.0909	4.0947	425.8788	27.1332	1.7471	665
E560A3_5_173_4	7.062	13.177	1241.1712	387.1949	2.6101	483.6138	21.532	9.8513	29.6129	2.9057	312.1763	28.2364	2.5118	630
E560A3_5_174_4	2.308	1.752	1213.8329	313.8389	2.6012	378.2837	21.1042	7.9923	30.3917	3.3193	385.4953	28.1101	1.941	600
E560A3_5_175_2	2.526	0.227	1157.8939	335.9111	2.6771	387.3626	14.0529	10.9077	31.4706	4.0838	370.1082	28.5408	2.0396	640
E560A3_5_176_1	1.058	0.864	2037.1929	205.5512	2.6891	423.6967	21.9159	9.2976	21.7267	1.7	458.0059	23.4397	1.6861	380
E560A3_5_176_5	1.659	0.267	1483.8282	258.0434	2.7369	379.0951	23.3999	7.9033	29.4151	2.8625	432.6783	23.9677	1.7596	450
E560A3_5_177_3	3.479	-1.168	1293.7093	305.3129	2.6542	389.7597	20.9164	8.7258	28.7144	3.5276	389.9301	28.255	1.9517	560
E560A3_5_178_1	-0.747	-2.774	1492.0264	277.4697	2.5871	411.378	24.6498	7.5456	27.6389	3.4821	394.1499	25.2645	1.9198	600
E560A3_5_178_3	-0.47	-2.388	1383.2653	265.7469	2.7123	361.0638	25.5911	6.8772	29.1241	3.9691	437.2966	26.0945	1.7389	635
E560A3_5_179_3	2.258	-1.07	1324.1601	268.7083	2.696	352.6871	21.979	7.7811	29.1074	3.7325	437.0612	27.2245	1.7261	725
E560A3_5_179_5	2.276	-3.168	1839.9206	248.6534	2.7255	460.1249	18.7406	12.1535	24.4193	2.1833	395.1757	23.0375	1.9495	310
E560A3_5_180_1	2.388	0.693	1459.1498	284.2024	2.6472	411.7594	20.311	9.434	27.6403	3.0681	397.2086	25.8176	1.9512	370
E560A3_5_180_4	4.089	-1.137	1681.0433	243.8993	2.6122	418.7976	27.6758	7.3252	25.4211	1.9667	429.3288	23.9287	1.8342	320
E560A3_5_182_1	3.611	-2.347	1370.674	296.1762	2.6296	406.264	20.7061	9.0403	29.3133	3.4591	388.1425	25.7208	1.9705	600
E560A3_5_182_2	1.891	-2.509	1433.319	273.7705	2.6224	390.8014	19.122	9.3732	29.0145	2.8489	417.1469	24.7854	1.8577	530
E560A3_5_183_2	1.103	-1.748	1550.2308	224.8945	2.7169	346.3895	30.4744	5.3787	27.809	3.5389	474.95	24.1005	1.5586	580
E560A3_5_185_3	1.18	-1.929	1368.2512	284.6307	2.6497	385.6216	17.9063	9.3747	28.6097	2.3679	402.1957	26.554	1.8719	415
E560A3_5_186_4	0.759	0.208	1186.5491	364.2622	2.6941	427.3573	14.4169	12.355	29.5455	4.15	342.379	30.2812	2.2451	610
E560A3_5_186_5	-0.37	0.457	1314.9071	306.9436	2.5496	404.6674	22.8076	7.8925	29.0442	4.5783	380.32	26.9441	2.0078	530
E560A3_5_187_1	0.81	-1.484	1452.1201	266.8405	2.6927	388.9763	20.7957	9.2208	27.3226	3.2558	414.3486	26.2048	1.8242	420
E560A3_5_187_4	0.565	1.411	1664.467	257.8597	2.6967	420.8616	20.8531	9.778	25.3762	3.2667	413.8971	25.1599	1.8797	440
E560A3_5_188_1	0.943	-1.325	1371.1791	282.4937	2.5852	382.5731	21.0663	7.7359	29.5291	3.4792	408.1115	25.932	1.8536	615
E560A3_5_188_2	0.745	0.24	1438.5003	268.2433	2.6086	385.2245	20.7744	8.7222	28.5581	4.3542	419.5637	25.4249	1.8131	675
E560A3_5_189_2	0.312	0.081	1492.8627	270.7747	2.5843	401.7467	20.3357	8.9391	27.2635	4.0471	403.9426	25.7509	1.869	620
E560A3_5_189_4	0.922	-1.413	1672.252	259.1487	2.7247	428.8086	19.0438	10.8447	26.9683	3.0135	400.586	23.123	1.8981	400
E560A3_5_190_3	-0.622	-1.996	1351.9718	301.9042	2.6266	405.9515	20.473	9.153	28.5554	3.3773	382.471	26.9802	1.9886	670
E560A3_5_190_4	0.045	-0.54	1166.0969	317.9393	2.5901	366.0939	23.5149	7.3517	30.9659	3.7102	390.9325	28.849	1.9181	570
E560A3_5_191_3	-0.317	-2.164	1209.5554	301.0053	2.659	362.6496	16.4653	9.2603	28.9409	3.4375	406.2177	29.5635	1.8624	570
E560A3_5_192_2	-1.228	-1.814	1399.6537	257.0369	2.6896	356.589	25.0255	6.857	28.6324	4.4868	440.6823	26.1694	1.6967	650
E560A3_5_193_2	-0.813	-0.204	1242.426	358.0727	2.6463	448.997	18.6699	11.4711	28.311	3.1026	335.6268	29.1898	2.3077	510
E560A3_5_194_4	0.437	-0.417	1386.0542	279.7022	2.7416	387.9951	15.0113	11.5388	29.751	3.2464	404.373	25.3588	1.8562	480
E560A3_5_195_2	0.528	-0.659	1718.7587	230.9195	2.6252	394.8776	19.5096	9.4347	26.0976	2.3269	444.7127	23.112	1.7102	330
E560A3_5_196_2	0.43	-1.259	1321.0769	284.6245	2.7115	374.7118	16.6233	10.2929	30.2791	3.4583	412.2263	25.9886	1.84	520
E560A3_5_197_2	2.315	1.96	1387.8277	300.692	2.6736	413.7863	10.6909	13.971	28.6232	2.8542	379.4102	26.4475	2.0031	540
E560A3_5_197_5	1.514	-1.573	1347.9578	292.863	2.606	391.014	18.9092	9.1464	28.2225	3.7472	390.1485	27.2509	1.9135	470
E560A3_5_198_1	1.753	-0.695	1518.9857	283.7348	2.728	420.561	19.1399	10.3012	27.4388	2.9162	385.6305	25.3475	1.9624	440
E560A3_5_198_3	-0.413	-0.966	1482.5724	276.5634	2.6991	405.1877	18.7881	9.8271	27.2243	3.8562	397.2761	25.982	1.897	530
E560A3_5_198_5	0.978	-1.81	1446.7893	296.919	2.6831	427.7778	13.4886	12.7725	26.9601	2.0431	380.5784	26.7389	2.0403	305
E560A3_5_199_1	0.347	1.729	1522.2596	287.6779	2.7208	431.9178	16.4727	11.9329	28.1226	3.1297	380.3279	24.6884	2.0086	480
E560A3_5_199_5	-0.105	2.545	1714.4748	240.5644	2.699	405.3556	21.0326	9.6003	25.2334	2.3375	428.9917	24.2947	1.7675	290
E560A3_5_200_1	-0.083	2.15	1506.1345	303.5821	2.687	456.9441	14.9275	12.0808	25.5787	1.9898	367.2269	27.0141	2.1477	490
E560A3_5_200_2	0.073	-1.407	1348.0759	307.2503	2.6169	408.4906	13.9518	11.1173	28.6438	3.6212	371.8472	27.1498	2.0061	650
E560A3_5_201_5	0.118	-1.471	1387.7644	288.7066	2.6099	396.7764	18.9524	9.3516	28.3468	3.8361	388.3	26.4008	1.9144	520
E560A3_5_202_3	0.552	-1.342	1249.8559	316.6626	2.6928	390.05	15.8793	10.4586	30.2338	3.6197	384.7249	27.9282	1.9867	680
E560A3_5_202_4	0.897	-1.044	1172.9545	352.6337	2.6874	411.7868	12.8076	11.7609	31.2417	3.8034	353.0898	28.3022	2.1696	640
E560A3_5_203_3	1.318	0.676	1461.0258	293.4507	2.6866	427.652	15.7807	11.0275	27.4052	2.4594	380.3806	25.9274	2.0268	340
E560A3_5_204_2	-0.166	0.538	1638.6553	263.0988	2.7036	428.9912	21.5343	9.8742	27.7638	3.3294	401.5991	23.0061	1.9113	490
E560A3_5_204_4	0.413	0.213	1115.1528	360.6362	2.6241	401.4683	21.0458	8.5543	31.3742	4.0069	348.5729	29.6321	2.1578	450
E560A3_5_205_1	0.833	-1.268	1146.9523	330.5879	2.628	376.2568	20.8822	8.1411	30.5134	3.4739	381.6162	29.9739	1.9864	625
E560A3_5_205_3	-1.528	-0.824	1397.0144	264.5611	2.6871	366.4855	20.7913	8.8354	27.9209	4.4111	426.3732	26.7413	1.7499	690
E560A3_5_207_1	-2.261	-0.503	1288.2648	309.8867	2.6643	400.3733	15.6656	10.6437	29.2279	3.2545	384.5519	27.6798	2.0027	540
E560A3_5_208_3	-2.55	-1.819	1448.3833	289.9245	2.6516	414.3561	20.4164	10.0645	28.3146	3.9184	388.6625	25.6929	1.9692	650
E560A3_5_209_2	-3.476	-4.131	1335.3834	326.9559	2.6453	430.9923	21.6248	10.1157	28.5988	3.1337	360.0585	27.3792	2.1455	490
E560A3_5_209_5	-3.143	-1.974	1188.3508	328.187	2.6131	389.9497	23.0438	8.0325	31.7263	5.1714	378.1346	27.5438	2.0267	670
E560A3_5_210_1	-0.472	-2.808	1384.2832	276.763	2.658	382.2283	20.8114	8.4973	28.3963	3.6237	410.5381	26.3026	1.8388	510
E560A3_5_210_2	0.346	-2.883	1411.6846	278.7352	2.6453	388.9819	23.9901	7.953	28.9995	3.7972	402.4925	25.6887	1.8528	575
E560A3_5_211_3	-0.805	0.667	1381.2128	329.0435	2.6586	460.4859	17.7857	11.1389	29.4425	2.4952	356.3124	25.3822	2.2609	610
E560A3_5_211_4	-1.826	1.293	1339.9878	329.9219	2.6101	445.5258	25.0168	7.7692	28.611	3.9417	351.6387	27.1615	2.2028	690
E560A3_5_212_2	-0.417	-2.292	1696.3198	242.8526	2.6216	406.7224	21.7262	8.5204	26.3608	2.2406	429.8974	23.3666	1.7866	370
E560A3_5_214_1	-0.094	-0.343	1303.3606	340.1768	2.6712	444.8915	19.2809	10.6544	28.028	3.0434	352.2231	28.6617	2.2385	520
E560A3_5_214_2	0.238	-1.499	1381.7409	268.8614	2.6752	364.6957	21.6219	8.6472	29.6042	3.9889	439.0499	26.057	1.7563	680
E560A3_5_215_2	-3.621	-0.436	1258.4672	350.9322	2.6621	434.5246	15.9299	10.8448	30.0791	2.9924	346.5909	27.7471	2.233	700
E560A3_5_215_5	-2.559	-0.927	1391.1072	324.6546	2.629	452.2024	17.0103	11.3667	28.5675	3.5118	351.5063	26.1029	2.2056	685
E560A3_6_001_4	1.552	0.273	1589.159	301.8754	2.6322	485.4043	14.5799	12.867	26.0835	1.8609	353.1326	24.8603	2.2243	290
E560A3_6_002_2	1.815	-1.925	1314.4463	319.8455	2.6064	416.8732	14.7738	10.9286	29.6605	2.9466	366.6671	27.1151	2.0741	560
E560A3_6_002_3	2.413	-0.583	1395.0274	317.3727	2.6258	434.0815	26.7651	7.8711	27.4328	3.4632	362.197	27.9053	2.116	710
E560A3_6_003_1	1.909	0.067	1411.021	247.9083	2.6253	349.5609	31.3379	5.2259	29.3949	3.4556	453.7587	25.257	1.6448	460
E560A3_6_003_3	-0.941	0.236	1457.03	283.7054	2.6343	417.1021	14.6127	11.7091	27.5394	2.1706	389.866	25.6389	1.9645	265
E560A3_6_004_4	0.895	0.584	1869.587	269.1994	2.6074	502.9359	21.2624	11.2312	25.6368	2.0286	364.3105	21.6312	2.1341	390
E560A3_6_005_5	1.084	-1.665	1254.6805	344.5326	2.6452	433.0264	13.3074	12.6519	29.9589	2.9413	342.7799	27.4064	2.2064	495
E560A3_6_006_4	2.211	-3.16	1237.1365	335.366	2.5606	412.9201	22.9858	8.0314	31.6081	3.8887	359.2879	26.8373	2.1083	510
E560A3_6_007_3	0.724	-1.941	1325.971	321.8746	2.5861	430.157	18.0676	10.0968	27.0404	2.2605	360.6781	28.6276	2.1297	425
E560A3_6_007_4	2.506	-0.863	1228.5687	345.9096	2.5969	428.6608	17.7022	10.8356	29.056	2.6274	352.7279	28.6378	2.2139	520
E560A3_6_008_3	1.613	-1.042	1703.4196	277.416	2.6644	475.3468	16.1559	12.4529	24.6755	2.3571	367.1644	24.8396	2.0983	325
E560A3_6_008_4	2.22	-1.195	1345.6229	318.1486	2.606	430.7829	15.7592	10.8799	28.4565	2.8398	368.2317	27.2103	2.1249	515
E560A3_6_009_1	1.068	0.278	1341.2895	312.9103	2.6065	420.4157	17.187	9.7808	28.9487	3.1975	365.4609	26.62	2.0667	480
E560A3_6_009_5	2.412	-2.762	1771.9066	373.9336	2.6653	662.3116	15.7977	17.1594	25.26	2.6333	270.1091	23.3909	3.0365	400
E560A3_6_010_4	2.823	-3.987	1245.3078	296.8956	2.578	372.9316	21.2916	7.8178	28.7161	4.255	402.7086	28.6499	1.8833	525
E560A3_6_011_3	0.873	-2.382	1289.7112	358.703	2.6308	462.8799	16.0861	12.3293	31.6426	2.8806	334.4465	25.5937	2.341	460
E560A3_6_011_5	3.248	-4.761	1133.9555	355.4555	2.5999	403.9985	20.1814	9.4796	31.6298	2.7395	355.1598	28.7523	2.1578	420
E560A3_6_012_2	0.896	-3.102	1234.1889	303.8872	2.644	374.3617	10.8495	11.6306	30.3368	3.6237	398.7308	27.9027	1.9016	550
E560A3_6_012_5	2.711	-2.627	1312.8794	339.7304	2.6102	443.9436	13.9996	12.0572	29.8939	3.3092	347.8057	26.674	2.226	560
E560A3_6_014_2	1.16	-0.413	1247.1662	338.5027	2.5949	420.407	16.4459	11.3381	29.8234	3.8263	362.783	28.0961	2.1557	660
E560A3_6_015_3	0.877	-2.9	1254.4346	340.1648	2.5974	428.374	12.2353	12.2027	29.0174	2.9806	351.76	28.4856	2.1854	420
E560A3_6_016_1	-0.556	-0.204	1298.3009	473.0899	2.5793	598.6377	31.4448	6.5362	26.8399	3.8039	267.804	30.0214	3.1779	520
E560A3_6_020_1	-1.149	-1.195	1554.6291	312.7718	2.6018	487.2203	16.066	12.7776	26.0637	1.8974	347.6766	25.539	2.2733	400
E560A3_6_021_1	3.378	-1.627	1238.5847	316.3909	2.5729	387.8011	24.345	7.5193	30.3447	3.7063	385.956	27.9736	1.9797	730
E560A3_6_021_2	0.956	0.582	1256.6325	297.2247	2.5272	374.5871	22.9118	7.1114	31.0999	3.6408	406.3762	26.4597	1.8821	540
E560A3_6_023_1	1.723	-0.542	1091.4019	395.2351	2.6016	430.2825	16.3789	10.7815	33.4472	3.2298	329.8458	28.7482	2.3532	630
E560A3_6_024_2	0.585	0.682	1333.3844	349.4279	2.5934	462.2124	14.2203	12.4774	29.1824	3.0202	329.7262	26.6598	2.309	570
E560A3_6_025_1	-0.414	-2.105	1491.3394	280.1644	2.577	414.4999	22.4016	8.9997	28.7636	3.2844	397.9834	24.2892	1.9379	440
E560A3_6_025_4	3.054	-2.627	1142.5127	345.1852	2.5754	392.7439	19.6992	8.8373	33.1872	5.2	367.6991	27.4482	2.08	610
E560A3_6_026_1	-0.992	0.402	1207.1112	318.7439	2.5409	383.6123	22.4931	7.5681	31.0457	3.6071	387.325	27.9809	1.9759	555
E560A3_6_026_3	1.504	-1.781	1404.2526	333.8789	2.6368	469.0649	14.6707	12.7012	27.0555	2.4222	339.4272	27.2016	2.2903	350
